,TransporterID,Gene_name,Protein_Name_generally,Synonyms,DrugID,Drug_Name,synonyms,final_smiles
1572,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR00961,Flucloxacillin,"(2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; (2S,5R,6R)-6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 3-(2-Chloro-6-fluorophenyl)-5-methyl-4-isoxazolylpenicillin; 4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((3-(2-chloro-6-fluorophenyl)-5-methyl-4-isoxazolyl)carbonyl)amino)-3,3-dimethyl-7-oxo-, (2S(2alpha,5alpha,6beta)); 6beta-[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carboxamido]-2,2-dimethylpenam-3alpha-carboxylic acid; BRL 2039; FLOXACILLIN; Flopen (TN); Floxacillin (USAN); Floxacillin [USAN]; Floxapen; Floxapen (TN); Fluclox; Flucloxacilina; Flucloxacilina [INN-Spanish]; Flucloxacillin (INN); Flucloxacillin sodium; Flucloxacillin-Sodium; Flucloxacilline; Flucloxacilline [INN-French]; Flucloxacillinum; Flucloxacillinum [INN-Latin]; Fluorochloroxacillin; MFIPC; Rel-(2R,6S)-6-({[3-(2-chloro-6-fluorophenyl)-5-methylisoxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylato",CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
1573,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR00974,Cefpodoxime,"(6R,7R)-7-({(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-[(methyloxy)imino]acetyl}amino)-3-[(methyloxy)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 7-{[(2-amino-1,3-thiazol-4-yl)(methoxyimino)acetyl]amino}-3-(methoxymethyl)-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; CPDX; Cefpodoxim acid; Cefpodoxima; Cefpodoxima [Spanish]; Cefpodoxime (INN); Cefpodoxime [INN:BAN]; Cefpodoximum; Cefpodoximum [Latin]; Epoxim; Epoxim (TN); RU 51807; Vantin (TN)",COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O'
1574,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR00991,Lisinopril,(2S)-1-[(2S)-6-amino-2-[[(2S)-1-hydroxy-1-oxo-4-phenylbutan-2-yl]amino]hexanoyl]pyrrolidine-2-carboxylic acid; (S)-1-(N(2)-(1-carboxy-3-phenylpropyl)-L-lysyl)-L-proline; (S)-1-(N(sup 2)-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline; (S)-1-(N2-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline; 1-(N2-(1-Carboxy-3-phenylpropyl)-L-lysyl)-L-proline; 1-[Nalpha-[(S)-1-Carboxy-3-phenylpropyl]-L-lysyl]-L-proline; Acerbon; Acercomp; Alapril; Carace; Cipral; Cipril; Coric; Doneka; Hipril (TN); Inhibril; Inopril; LPR; Linopril; Linvas; Lipril; Lisinal; Lisinopril (INN); Lisinopril (anhydrous); Lisinopril anhydrous; Lisinoprilum; Lisinoprilum [Latin]; Lisipril; Lisoril; Lispril; Longes; Loril; Lysinopril; MK 521; MK 522; MK-521; N(2)-[(1S)-1-carboxy-3-phenylpropyl]-L-lysyl-L-proline; N-(1(S)-Carboxy-3-phenylpropyl)-L-lysyl-L-proline; N2-((S)-1-Carboxy-3-phenylpropyl)-L-lysyl-L-proline; N2-[(1S)-1-carboxy-3-phenylpropyl]-L-lysyl-L-proline; Noperten; Novatec; Presiten; Prinil; Prinivil; Prinivil (TN); Sinopril; Sinopryl; Tensopril; Tensopril (TN); Tensyn; Tersif; Vivatec; Zestril; Zestril (TN); [N2-[(S)-1-CARBOXY-3-PHENYLPROPYL]-L-LYSYL-L-PROLINE,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
1575,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01164,Midodrine,"(+-)-1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol hydrochloride; (+-)-2-Amino-N-(beta-hydroxy-2,5-dimethoxyphenethyl)acetamide monohydrochloride; (+-)-Midodrine hydrochloride; (+/-)-1-(2,5-Dimethoxyphenyl)-2-glycinamidoethanol; (-)-Midodrin hydrochloride; (-)-Midodrine hydrochloride; (RS)-N'-(beta-Hydroxy-2,5-dimethoxy-phenethyl)glycinamid; 1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol; 1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol hydrochloride; 1-(2,5-Dimethoxyphenyl)-2-glycinamidoethanol; 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamid; 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide; 2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethylacetamide; 2-Amino-N-(2-(2,5-dimethoxyphenyl)-2-hydroxyethyl)acetamide monohydrochloride; 2-Amino-N-(2-(2,5-dimethoxyphenyl)-2-hyyroxyethyl)acetamide monohydrochloride; 2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide; 2-amino-N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]acetamide hydrochloride; A 4020 Linz; A-4020 Linz; Acetamide, 2-amino-N-(2-(2,5-dimethoxyphenyl)-2-hydroxyethyl)-, monohydrochloride; Acetamide, 2-amino-N-(beta-hydroxy-2,5-dimethoxyphenethyl)-, hydrochloride; Alphamine; Amatine; DL-N1-(beta-Hydroxy-2,5-dimethoxyphenethyl)glycinamid; Gutron; Hipertan; MIDODRINE HYDROCHLORIDE; Metligene; Midamine; Midodrin; Midodrina; Midodrina [INN-Spanish]; Midodrine (INN); Midodrine HCL; Midodrine Monohydrochloride; Midodrine [BAN:INN]; Midodrine [INN:BAN]; Midodrine hydrochloride (JAN/USAN); Midodrine hydrochloride [USAN:JAN]; Midodrine hydrochloride [USAN]; Midodrinum; Midodrinum [INN-Latin]; N-[2-(2,5-dimethoxyphenyl)-2-hydroxyethyl]glycinamide; N-{2-[2,5-bis(methyloxy)phenyl]-2-hydroxyethyl}glycinamide; Pro-Amatine; Pro-Amatine (TN); ProAmatine; Proamatine (TN); ST-1085; St 1085; St. Peter 224; TS 701; [+/-]-1-[2,5-Dimethoxyphenyl]-2-glycinamidoethanol",COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
1576,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01168,Sulpiride,(+/-)-Sulpiride; (RS)-(+/-)-sulpiride; (inverted question mark)-Sulpiride; Abilit; Aiglonyl; Alimoral; Allphar Brand of Sulpiride; Almirall Brand of Sulpiride; Areu Brand of Sulpiride; Arminol; Bosnyl (TN); Calmoflorine; Centrum Brand of Sulpiride; Championyl; Coolspan; Darleton; Deponerton; Desisulpid; Desitin Brand of Sulpiride; Desmenat; Digton; Dobren; Dogmatil; Dogmatil (TN); Dogmatyl; Dogmatyl (TN); Dolmatil; Dolorgiet Brand of Sulpiride; Dresent; Eglonil; Eglonyl; Eglonyl (TN); Ekilid; Enimon; Equilid; Erempharma Brand of Sulpiride; Eusulpid; Fardalan; Fidelan; Fumouzer Brand of Sulpiride; Guastil; Hennig Brand of Sulpiride; Hexal Brand of Sulpiride; Hoechst Brand of Sulpiride; Hormosan Brand of Sulpiride; Isnamide; Krewel Brand of Sulpiride; Kylistro; Lebopride; Levobren; Levopraid; Levosulpirida; Levosulpirida [INN-Spanish]; Levosulpiride [INN]; Levosulpiridum; Levosulpiridum [INN-Latin]; Lisopiride; Magnetic resonance imaging sulpiride; Mariastel; Meresa; Meresa (TN); Miradol; Mirbanil; Misulvan; N-((1-Ethyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-o-anisamide; Neogama; Neuraxpharm (TN); Norestran; Normum; Nufarol; Omiryl; Omperan; Ozoderpin; Pharmacia Brand of Sulpiride; Pontiride; Psicocen; Psicofarma Brand of Sulpiride; Pyrikappl; Pyrkappl; R. D. 1403; R.D. 1403; RD 1403; RV-12309; Ratiopharm (TN); Restful; Rosemont Brand of Sulpiride; S 8010; Sanofi Synthelabo Brand of Sulpiride; Sanofi-Synthelabo Brand of Sulpiride; Sernevin; Splotin; Spyfarma Brand of Sulpiride; Stamonevrol; Sulp; Sulperide; Sulpirid; Sulpirid (TN); Sulpirida; Sulpirida [INN-Spanish]; Sulpiride (JP15/USAN/INN); Sulpiride [USAN:INN:BAN:JAN]; Sulpiridum; Sulpiridum [INN-Latin]; Sulpiryd (TN); Sulpitil; Sulpivert; Sulpor; Sulpride; Sulpyrid; Suprium; Sursumid; Synedil; Tepavil; Uriach Brand of Sulpiride; Valirem; Vertigo Meresa; Vertigo neogama; Vertigo-Meresa; Vertigo-neogama; Zemorcon,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
1577,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01208,Eprosartan,(4-carboxybenzyl)imidazole-5-acrylic acid; (E)-2-Butyl-1-(p-carboxybenzyl)-alpha-2-thenylimidazole-5-acrylic acid; (E)-3-[2-n-butyl-1-{(4-carboxyphenyl)methyl}-1H-imidazol-5-yl]-2-(2-thienyl)methyl-2-propenoic acid; (E)-4-((2-Butyl-5-(2-carboxy-3-(thiophen-2-yl)prop-1-en-1-yl)-1H-imidazol-1-yl)methyl)benzoic acid; (E)-alpha{[2-butyl-1-[(4-carboxyphenyl)methyl]-1H-imidazole-5-yl]methylene}-2-thiopheneproprionic acid; 133040-01-4; 2KH13Z0S0Y; 4-({2-butyl-5-[(1E)-2-carboxy-3-(2-thienyl)prop-1-en-1-yl]-1H-imidazol-1-yl}methyl)benzoic acid; 4-({2-butyl-5-[(1E)-2-carboxy-3-(thiophen-2-yl)prop-1-en-1-yl]-1H-imidazol-1-yl}methyl)benzoic acid; 4-[[2-butyl-5-[(E)-3-hydroxy-3-oxo-2-(thiophen-2-ylmethyl)prop-1-enyl]imidazol-1-yl]methyl]benzoic acid; CHEBI:4814; CHEMBL813; Eprosartan (USAN/INN); Eprosartan [USAN:BAN:INN]; F 108566; F-108566; SK&F 108566; SK&F-108566; SK-108566; SKF-108566; Teveten; Teveten (TN); UNII-2KH13Z0S0Y; [3H]eprosartan,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O
1578,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01243,N-acetylaspartylglutamate,NAAG; isospaglumic acid; spaglumic acid,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
1579,DTD0118,SLC17A5,Vesicular H(+)/Aspartate-glutamate cotransporter,AST; H(+)/nitrate cotransporter; ISSD; Membrane glycoprotein HP59; NSD; SD; SIASD; SLC17A5; SLD; Sialin; Solute carrier family 17 member 5; H(+)/sialic acid cotransporter,DR01243,N-acetylaspartylglutamate,NAAG; isospaglumic acid; spaglumic acid,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
1580,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01338,Metampicillin,"(2S,5R,6R)-3,3-dimethyl-6-{[(2R)-2-(methylideneamino)-2-phenylacetyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 6beta-[(2R)-2-(methylideneamino)-2-phenylacetamido]penicillanic acid; Blomopen; Bonopen; CHEBI:52060; Celinmicina; Elatocilline; G0H6U7VSTK; METHAMPICILLIN; Magnipen; Metampicilina; Metampicillina; Metampicilline; Metampicillinum; Micinovo; Pangocilin; Probiotic; Relyothenate; Ruticina; Rutizina; Sedomycin; Suvipen; UNII-G0H6U7VSTK; Viderpen; Viderpin; Vioplex; metampicillin; metampilene",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=C)C(=O)O)C
1581,DTD0022,SLC15A2,Peptide transporter 2,"Kidney H(+)/peptide cotransporter; Oligopeptide transporter, kidney isoform; PEPT2; SLC15A2; Solute carrier family 15 member 2",DR01338,Metampicillin,"(2S,5R,6R)-3,3-dimethyl-6-{[(2R)-2-(methylideneamino)-2-phenylacetyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid; 6beta-[(2R)-2-(methylideneamino)-2-phenylacetamido]penicillanic acid; Blomopen; Bonopen; CHEBI:52060; Celinmicina; Elatocilline; G0H6U7VSTK; METHAMPICILLIN; Magnipen; Metampicilina; Metampicillina; Metampicilline; Metampicillinum; Micinovo; Pangocilin; Probiotic; Relyothenate; Ruticina; Rutizina; Sedomycin; Suvipen; UNII-G0H6U7VSTK; Viderpen; Viderpin; Vioplex; metampicillin; metampilene",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=C)C(=O)O)C
1582,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01360,Ceronapril,Ceranapril; SQ-29852,C1CC(N(C1)C(=O)C(CCCCN)OP(=O)(CCCCC2=CC=CC=C2)O)C(=O)O
1583,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01373,Cephaloglycin,"CEG; Cefaloglicina; Cefaloglycin; Cefaloglycine; Cefaloglycinum; Cephaloglycine; Kafocin; Kefglycin; Cephaloglycinanhdyous; Cephaloglycin anhydrous; Cephaoglycin acid; Lilly 39435; Cefaloglicina [INN-Spanish]; Cefaloglycin (JAN); Cefaloglycine [INN-French]; Cefaloglycinum [INN-Latin]; Cephaloglycin (anhydrous); D-Cephaloglycine; D-(-)-Cephaloglycin; (6R,7R)-3-(acetoxymethyl)-7-{[(2R)-2-amino-2-phenylacetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-3-(acetyloxymethyl)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-3-[(acetyloxy)methyl]-7-{[(2R)-2-amino-2-phenylacetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 3-((Acetyloxy)methyl)-7-((aminophenylacetyl)amino)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid; 3-acetoxymethyl-7beta-[(2R)-2-amino-2-phenylacetamido]-3,4-didehydrocepham-4-carboxylic acid; 7-(2-Amino-2-phenylacetamido)-3-(hydroxymethyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid acetate (ester); 7-(2-Amino-2-phenylacetamido)-3-(hydroxymethyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)octane-2-carboxylic acid, acetate inner salt; 7-(2-D-alpha-Aminophenylacetamido)cephalosporanic acid; 7-(D-2-Amino-2-phenylacetamido)-3-acetoxymethyl-delta(sup 3)-cephem-4-carboxylic acid; 7-(D-2-Amino-2-phenylacetamido)-3-acetoxymethyl-delta(sup3)-cephem-4-carboxylic acid; 7-(D-alpha-Aminophenyl-acetamido)cephalosporanic acid",CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
1584,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01416,Enalaprilat,EAL; Enalaprilate; Enalaprilatum; ENALAPRILAT INHIBITOR; Enalapril acid; Enalapril diacid; Enalaprilat anhydrous; Enalaprilic acid; Enalprilat hydrate; Enalprilate hydrate; Enalaprilat (USP); MK-422; Vasotec I.V.; N-[(1S)-1-carboxy-3-phenylpropyl]-L-alanyl-L-proline; N-[(1S)-1-carboxy-3-phenylpropyl]-L-alanyl-L-proline-water (1/2); (2S)-1-[(2S)-2-[[(2S)-1-hydroxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid; (2S)-1-[(2S)-2-[[(2S)-1-hydroxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]pyrrolidine-2-carboxylic acid dihydrate; 1-((2S)-2-{[(1S)-1-CARBOXY-3-PHENYLPROPYL]AMINO}PROPANOYL)-L-PROLINE; 1-(N-((S)-1-Carboxy-3-phenylpropyl)-L-alanyl)-L-proline dihydrate,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
1585,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01519,Cefuroxime axetil,"cefuroxime axetil; Ceftin; Zinnat; Elobact; Zinat; Cefuroxime 1-acetoxyethyl ester; Bioracef; CXM-AX; Coliofossim; Furoxime; Cetoxil; Celocid; Cethixim; Nivador; Medoxm; Kalcef; Zoref; Sharox-500; UNII-Z49QDT0J8Z; DRG-0157; SN 407; CCI 15641; CCI-15641; Cepazine; CCI 1564; BRN 6854419; Z49QDT0J8Z; CHEBI:3516; (RS)-1-Hydroxyethyl (6R,7R)-7-(2-(2-furyl)glyoxylamido)-3-(hydroxymethyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylate, 7(sup 2)-(Z)-(O-methyloxime), 1-acetate 3-carbamate; C20H22N4O10S; Cefazine; Altacef",CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N'
1586,DTD0021,SLC15A1,Peptide transporter 1,"HPECT1; HPEPT1; Intestinal H(+)/peptide cotransporter; Oligopeptide transporter, small intestine isoform; PEPT1; SLC15A1; Solute carrier family 15 member 1",DR01586,QSP,.,CC1=C(SC(N1CC2=CN=C(N=C2N)C)C(CCC(=O)O)(O)P(=O)(O)O)CCOP(=O)(O)OP(=O)(O)O
1587,DTD0022,SLC15A2,Peptide transporter 2,"Kidney H(+)/peptide cotransporter; Oligopeptide transporter, kidney isoform; PEPT2; SLC15A2; Solute carrier family 15 member 2",DR00654,Moxalactam,"(6R,7R)-7-[[3-hydroxy-2-(4-hydroxyphenyl)-3-oxopropanoyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[carboxy(4-hydroxyphenyl)acetyl]amino}-7-(methyloxy)-3-{[(1-methyl-1H-tetrazol-5-yl)thio]methyl}-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[carboxy(4-hydroxyphenyl)acetyl]amino}-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R-(6alpha,7alpha,7(S*)))-7-((Carboxy(4-hydroxyphenyl)acetyl)amino)-7-methoxy-3-(((1-methyl-1H-tetrazol-5-yl)thio)methyl)-8-oxo-5-oxa-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid; 1-Oxacephalosporin; 7b-[2-carboxy-2-(4-hydroxyphenyl)acetamido]-7a-methoxy-3-[[(1-methyl-1h-tetrazol-5-yl)thio]methyl]-1-oxa-1-dethia-3-cephem-4-carboxylic acid; 7beta-(2-Carboxy-2-(4-hydroxyphenyl)acetamido)-7alpha-methoxy-3-(((1-methyl-1H-tetrazol-5-yl)thio)methyl)-1-oxa-1-dethia-3-cephem-4-carboxylic acid; Disodium Moxalactam; Festamoxin; LMOX; Lamoxactam; Latamoxef (INN); Latamoxef [INN:BAN]; Latamoxefum; Latamoxefum [INN-Latin]; Lilly 127935; Ly127935; Moxalactam; Oxa-cephem; S-6059; Sid 734787",CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O
1588,DTD0023,SLC22A5,Organic cation/carnitine transporter 2,CDSP; High-affinity sodium-dependent carnitine cotransporter; OCTN2; SLC22A5; Solute carrier family 22 member 5,DR00150,Acetyl-l-carnitine,"(3S)-3-acetoxy-4-(trimethylammonio)butyrate; 1-Propanaminium, 2-(acetyloxy)-3-carboxy-N,N,N-trimethyl-, hydroxide, inner salt, (R)-; 1-Propanaminium, 2-(acetyloxy)-3-carboxy-N,N,N-trimethyl-, inner salt, (2S)-; 4398-79-2; 521T0J13MA; AC1L2BM0; Acetylcarnitine, (R)-Isomer; Acylcarnitine C2:0; Ammonium, (3-carboxy-2-hydroxypropyl)trimethyl-, hydroxide, inner salt, acetate, L-; C9H18NO4; CAR(2:0); CHEBI:86045; DTXSID90196007; GTPL4520; O-acetyl-D-carnitine; SCHEMBL677128; UNII-521T0J13MA; acetyl-d-carnitine",CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1589,DTD0023,SLC22A5,Organic cation/carnitine transporter 2,CDSP; High-affinity sodium-dependent carnitine cotransporter; OCTN2; SLC22A5; Solute carrier family 22 member 5,DR00184,Potassium chloride,"11118_FLUKA; Acronitol; Addi-K; Apo-K; Celeka; Cena-K; Chlorid draselny; Chlorid draselny [Czech]; Chloride of potash; Chloride, Potassium; Chloropotassuril; Chloropotassuril diffu-K; Chlorvescent; Clor-K-Zaf; Conductance standard solution; Conductivity Standard Solution, 1413-S/cm; Conductivity Standard Solution, 500-S/cm; Diffu-K; Dipotassium dichloride; Duffi-K; Durekal; Durules; Durules-K; Emplets potassium chloride; Enpott; Enseal; Hydrochloric acid potassium salt (1:1); IN2900; ISA (ionic strength adjustment solution: 1 M KCl); Infalyte; K Tab; K+10; K+8; K-10; K-Care; K-Contin; K-Dur; K-Grad; K-Lease; K-Lor; K-Lyte Cl; K-Lyte/Cl; K-Norm; K-Predne-Dome; K-SR; K-Sol; K-Tab; K-dur (TN); K-lyte/C1; K. tab; KCL; KCL (TN); KCL Retard; KCl-retard Zyma; KM potassium chloride; KSR; Kadalex; Kalcorid; Kaleorid; Kaleorod; Kaliduron; Kaliglutol; Kalilente; Kalinor-Retard P; Kalinorm; Kalinorm Depottab; Kaliolite; Kalipor; Kalipoz; Kalitabs; Kalitrans Retard; Kalium Duriles; Kalium Durules; Kalium Retard; Kalium S.R; Kalium S.R.; Kalium SR; Kalium-Durettes; Kalium-R; Kalium-duriles; Kaliumchlorid; Kaochlor; Kaon Cl; Kaon Cl-10; Kaon Ultra; Kaon-Cl; Kaon-Cl (TN); Kaon-Cl 10; Kaon-Cl TABS; Kaon-ci; Kaskay; Kato; Kay Ciel; Kay-Cee-L; Kay-Ciel; Kay-EM; Kayback; Kayciel; Kaysiel; Kelp salt; Keylyte; Klor-Con; Klor-Con M10; Klor-Con M15; Klor-Con M20; Klor-Lyte; Klor-con (TN); Kloren; Klorvess; Klotrix; Klotrix (TN); Kolyum; Lento-K; Lento-Kalium; Leo K; Leo-K; Micro-K; Micro-K 10; Micro-K Extentcaps; Micro-K LS; Micro-Kalium Retard; Miopotasio; Monopotassium chloride; Muriate of potash; Natural sylvite; Neobakasal; Nu-K; POTASSIUM CHLORIDE, ACS; POTASSIUM CHLORIDE, U.S.P.; Peter-kal; Pfiklor; Plus Kalium Retard; Potasion; Potasol; Potassium Chloride 10meq in Plastic Container; Potassium Chloride BP; Potassium Chloride in Plastic Container; Potassium Cl; Potassium atomic spectroscopy standard concentrate 1.00 g K; Potassium chloride (JP15/USP); Potassium chloride (K3Cl3); Potassium chloride (KCl); Potassium chloride 20meq inplastic container; Potassium chloride 30meq in plastic container; Potassium chloride 40meq in plastic container; Potassium chloride [JAN]; Potassium chloride solution; Potassium chloride standard; Potassium monochloride; Potassium muriate; Potassium standard concentrate 10.00 g K; Potassium thallium chloride (KTlCl); Potavescent; Rekawan; Rekawan Retard; Repone K; Repone-K; Rum-K; Sal digestnum sylvii; Sando-K; Selora; Slow-K; Slow-K tablets; Span-K; Steropotassium; Super K; Super K (salt); Sylvite; Ten-K; Tripotassium trichloride; Trona muriate of potash; Trona potassium chloride; Ultra K Chlor; Ultra-K-Chlor; [KCl]",[Cl-].[K+]
