TransporterID	Gene_name	Protein_Name_generally	Synonyms	DrugID	Drug_Name	synonyms
DTD0246	SLC28A3	Concentrative Na(+)-nucleoside cotransporter 3	CNT 3; CNT3; SLC28A3; Solute carrier family 28 member 3; hCNT3	DR01277	Entecavir	2-amino-1,9-dihydro-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl]-6H-purin-6-one; 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1,9-dihydro-6H-purin-6-one; 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1,9-dihydro-6H-purin-6-one-water (1/1); 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-3H-purin-6-one; 6-H-Purin-6-one-,2-amino-1,9-dihydro-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl]; 9-((1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl)guanine monohydrate; BMS-200475; Baraclude; Baraclude (TN); ETV; Entecavir (INN); Entecavir (USAN); Entecavir hydrate; Entecavir hydrate (JAN); Entecavir monohydrate; SQ-34676
DTD0246	SLC28A3	Concentrative Na(+)-nucleoside cotransporter 3	CNT 3; CNT3; SLC28A3; Solute carrier family 28 member 3; hCNT3	DR01330	Clofarabine	(2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol; 2-Chloro-9-(2-deoxy-2-fluoro-b-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)adenine; 2-Cl-2'-F-araA; 2-chloro-9-(2'-deoxy-2'-fluoro-beta-D-arabinofuranosyl)adenine; 3S211048; CAFdA; CFB; Cl-F-Ara-A; Clofarabina; Clofarabine (USAN/INN); Clofarabine [USAN]; Clofarabinum; Clofarex; Clolar; Clolar (TN); Clolar, Evoltra, Clofarabine; Evoltra; Evoltra (TN)
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR00096	Trifluridine	1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(trifluoromethyl)pyrimidine-2,4-dione; 2'-Deoxy-5-(trifluoromethyl)uridine; 2'-Deoxy-5-trifluoromethyluridine; 5-(Trifluoromethyl)-2'-deoxyuridine; 5-(Trifluoromethyl)deoxyuridine; 5-Trifluoro-2'-deoxythymidine; 5-Trifluoromethyl-2'-deoxyuridine; 5-Trifluoromethyl-2-deoxyuridine; 5-Trifluorothymidine; Alpha,alpha,alpha-Trifluorothymidine; CF3dUrd; F3DThd; F3T; F3TDR; Fluridine; HS-0007; TFDU; TRIFLUOROTHYMIDINE; Trifluoridine; Trifluoromethyldeoxyuridine; Trifluorothymine deoxyriboside; Trifluridina; Trifluridina [INN-Spanish]; Trifluridine (USP/INN);Viroptic, Trifluorothymidine, Trifluridine; Trifluridine [USAN:INN]; Trifluridinum; Trifluridinum [INN-Latin]; Virophta; Viroptic; Viroptic (TN)
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR00145	Mercaptopurine	1,7-Dihydro-6H-purine-6-thione; 1,9-dihydro-6H-purine-6-thione; 3,7-dihydropurine-6-thione; 3H-Purine-6-thiol; 6 MP; 6 Mercaptopurine; 6 Mercaptopurine Monohydrate; 6 Thiohypoxanthine; 6 Thiopurine; 6-MERCAPTOPURINE MONOHYDRATE; 6-MP; 6-Mercaptopurin; 6-Mercaptopurine; 6-Merkaptopurin; 6-Merkaptopurin [Czech]; 6-Purinethiol; 6-Thiohypoxanthine; 6-Thiopurine; 6-Thioxopurine; 7-Mercapto-1,3,4,6-tetrazaindene; 7H-purine-6-thiol; 9H-Purin-6-yl hydrosulfide; 9H-Purine-6(1H)-thione; AG-670/31547064; BW 57 323H; Glaxo Wellcome Brand of 6 Mercaptopurine; Glaxo Wellcome Brand of 6-Mercaptopurine; GlaxoSmithKline Brand of 6 Mercaptopurine; GlaxoSmithKline Brand of 6-Mercaptopurine; Ismipur; Leukerin; Leukerin, 99%-Carc; Leupu rin; Leupurin; M0063; Mercaleukim; Mercaleukin; Mercaptopurin; Mercaptopurin [German]; Mercaptopurina; Mercaptopurina Wellcome; Mercaptopurina [INN-Spanish]; Mercaptopurine (INN); Mercaptopurine (Purine analog); Mercaptopurine (VAN); Mercaptopurine (anhydrous); Mercaptopurine anhydrous; Mercaptopurinum; Mercaptopurinum [INN-Latin]; Mercapurin; Merkaptopuryna; Merkaptopuryna [Polish]; Mern; NCIMech_000025; PM6; Puri Nethol; Puri-Nethol; Purimethol; Purine-6(1H)-thione; Purine-6-thiol; Purineantimetabolite: inhibits nucleic acid replication; Purinethiol; Purinethol; Purinethol (TN); Purinethol, 6-mercaptopurine, 6-MP, Mercaptopurine; Thiopurine; U-4748; Wellcome Brand of 6 Mercaptopurine; Wellcome Brand of 6-Mercaptopurine
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR00153	Fluorouracil	1-fluoro-1h-pyrimidine-2,4-dione; 2,4-Dihydroxy-5-fluoropyrimidine; 2,4-Dioxo-5-fluoropryimidine; 2,4-Dioxo-5-fluoropyrimidine; 5 FU Lederle; 5 FU medac; 5 Fluorouracil; 5 Fluorouracil biosyn; 5 HU Hexal; 5-FU; 5-FU (TN); 5-FU Lederle; 5-FU medac; 5-Faracil; 5-Fluor-2,4(1H,3H)-pyrimidindion; 5-Fluor-2,4(1H,3H)-pyrimidindion [Czech]; 5-Fluor-2,4-dihydroxypyrimidin; 5-Fluor-2,4-dihydroxypyrimidin [Czech]; 5-Fluor-2,4-pyrimidindiol; 5-Fluor-2,4-pyrimidindiol [Czech]; 5-Fluoracil; 5-Fluoracil [German]; 5-Fluoracyl; 5-Fluoro-2,4(1H,3H)-pyrimidinedione; 5-Fluoro-2,4-pyrimidinedione; 5-Fluoropyrimidin-2,4-diol; 5-Fluoropyrimidine-2,4-dione; 5-Fluorouracil; 5-Fluorouracil-biosyn; 5-Fluoruracil; 5-Fluoruracil [German]; 5-Ftouracyl; 5-HU Hexal; 5-fluoro uracil; 5-fluoro-1H-pyrimidine-2,4-dione; 5-fluoropyrimidine-2,4(1H,3H)-dione; 5FU; Adrucil; Adrucil (TN); Allergan Brand of Fluorouracil; Arumel; Biosyn Brand of Fluorouracil; CSP Brand of Fluorouracil; Carac; Carac (TN); Carzonal; Cinco FU; Dakota Brand of Fluorouracil; Dakota, Fluorouracile; Dermatech Brand of Fluorouracil; Dermik Brandof Fluorouracil; Effluderm; Effluderm (free base); Efudex; Efudex (TN); Efudix; Efurix; F 6627; F0151; Ferrer Brand of Fluorouracil; Fluoro Uracile ICN; Fluoro-Uracile ICN; Fluoro-uracile; Fluoro-uracilo; Fluoroblastin; Fluoroplex; Fluoroplex (TN); Fluorouracil (JP15/USP/INN); Fluorouracil GRY; Fluorouracil Mononitrate; Fluorouracil Monopotassium Salt; Fluorouracil Monosodium Salt; Fluorouracil Potassium Salt; Fluorouracil Teva Brand; Fluorouracil [USAN:INN:BAN:JAN]; Fluorouracil-GRY; Fluorouracile; Fluorouracile Dakota; Fluorouracile [DCIT]; Fluorouracilo; Fluorouracilo Ferrer Far; Fluorouracilo [INN-Spanish]; Fluorouracilum; Fluorouracilum [INN-Latin]; Fluoruracil; Fluracedyl; Fluracil; Fluracilum; Fluri; Fluril; Fluro Uracil; Fluroblastin; Flurodex; Ftoruracil; Gry Brand of Fluorouracil; Haemato Brand of Fluorouracil; Haemato fu; Haemato-fu; Hexal Brand of Fluorouracil; ICN Brand of Fluorouracil; IN1335; Inhibits thymilidate synthetase; Kecimeton; Medac Brand of Fluorouracil; Neocorp Brand of Fluorouracil; Neofluor; Onkofluor; Onkoworks Brand of Fluorouracil; Phthoruracil; Phtoruracil; Queroplex; Ribofluor; Ribosepharm Brand of Fluorouracil; Riemser Brand of Fluorouracil; Ro 2-9757; Ro-2-9757; Roche Brand of Fluorouracil; Tetratogen; Teva Brand of Fluorouracil; Timazin; U 8953; U-8953; URF; Ulup
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR00176	Ribavirin	1-.beta.-D-Ribofuranosyl-1,2,4-triazolo-3-carboxamide; 1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4-triazole-3-carboxamide; 1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-1,2,4-triazole-3-carboxamide; 1-beta-D-Ribofuranosyl-1,2,4-triazole-3-carboxamide; 1-beta-D-Ribofuranosyl-1H-1,2,4-triazole-3-carboxamide; 1-beta-D-ribofuranosyl-1-H-1,2,4-triazole-3-carboxamide; AA-504/07617051; C-Virin; Copegus; Copegus (TN); Cotronak; DRG-0028; Drug: Ribavirin; ICN-1229; KS-1104; R 9644; R-964; RBV; RG-964; RTC; RTCA; Ravanex; Rebetol; Rebetol (TN); Rebetron; Rebretron; Ribacine; Ribamide; Ribamidil; Ribamidyl; Ribasphere; Ribasphere (TN); Ribav; Ribavirin (JAN/USP/INN); Ribavirin Capsules; Ribavirin [USAN:INN]; Ribavirina; Ribavirina [INN-Spanish]; Ribavirine; Ribavirine [INN-French]; Ribavirinum; Ribavirinum [INN-Latin]; Ribovirin; Ro 20-9963/000; Ro-20-9963; SCH 18908; Tribavirin; Varazid; Vilona; Vilona (TN); Viramid; Viramide; Virazid; Virazide; Virazole; Virazole (Ribavirin) Inhalation Solution; Virazole (TN)
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR00416	Cytarabine	(beta-D-Arabinofuranosyl)cytosine; 1-.beta.-D-arabinofuranosyl-cytosine; 1-Arabinofuranosylcytosine; 1-beta-D-Arabinofaranosylcytosine; 1-beta-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone; 1-beta-D-Arabinofuranosylcytosine; 1-beta-D-Arabinofuranosylcytosine, Cytosine Arabinoside; 1-beta-D-Arabinosylcytosine; 1beta-Arabinofuranasylcytosine; 1beta-D-Arabinofuranosylcytosine; 1beta-D-Arabinosylcytosine; 2(1H)-Pyrimidinone, 4-amino-1-D-arabinofuranosyl-[CAS]; 4-Amino-1-arabinofuranosyl-2-oxo-1,2-dihydropyrimidin; 4-Amino-1-arabinofuranosyl-2-oxo-1,2-dihydropyrimidin [Czech]; 4-Amino-1-arabinofuranosyl-2-oxo-1,2-dihydropyrimidine; 4-Amino-1-b-D-arabinofuranosyl-2-(1H)-pyrimidinone; 4-Amino-1-beta-D-arabinofuranosyl-2(1H)-pyrimidinon; 4-Amino-1-beta-D-arabinofuranosyl-2(1H)-pyrimidinon [Czech]; 4-Amino-1-beta-D-arabinofuranosyl-2(1H)-pyrimidinone; 4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; 4-amino-1-beta-D-arabinofuranosylpyrimidin-2(1H)-one; AR3; Alexan; Ara-C; Ara-C, Cytosine Arabinoside, Cytosar-U, Cytarabine; Ara-Cytidine; AraC; Arabinocytidine; Arabinofuranosylcytosine; Arabinosyl Cytosine; Arabinosylcytosine; Arabitin; Aracytidine; Aracytin; Aracytine; Arafcyt; BTB15125; Beta-Ara C; Beta-Arabinosylcytosine; Beta-D-Arabinosylcytosine; Beta-cytosine arabinoside; CHX 3311; CYTARABINE (SEE ALSO CYTARABINE HYDROCHLORIDE 69-74-9); Citarabina; Citarabina [INN-Spanish]; Cytarabin; Cytarabina; Cytarabine (JP15/USP/INN); Cytarabine [USAN:INN:BAN:JAN]; Cytarabine liposome injection; Cytarabinoside; Cytarabinum; Cytarabinum [INN-Latin]; Cytarbel; Cytonal; Cytosar; Cytosar-U; Cytosar-U (TN); Cytosine 1-beta-D-arabinofuranoside; Cytosine arabinofuranoside; Cytosine arabinose; Cytosine arabinoside; Cytosine arabinoside (VAN); Cytosine beta-D-arabinofuranoside; Cytosine beta-D-arabinofuranoside hydrochloride; Cytosine beta-D-arabinoside; Cytosine, beta-D-arabinoside; Cytosine-1-beta-D-arabinofuranoside; Cytosine-beta-D-arabinofuranoside; Cytosine-beta-arabinoside; Cytosinearabinoside; DepoCyte; Depocyt; Depocyt (TN); Depocyt (liposomal); Erpalfa; Intrathecal (injected into the spinal fluid) DepoCyt; Intrathecal cytarabine (also known as ara-C); Iretin; Spongocytidine; Tarabine; U 19920A; U-19,920; U-19920; Udicil
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR00904	Adenosine	(2R,3R,4S,5R)-2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol; (2R,3R,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol; 4-Aminopyrazolo[3,4-d]pyrimidine ribonucleoside; 6-Amino-9-.beta.-ribofuranosyl-9H-purine; 6-Amino-9-beta-D-ribofuranosyl-9H-purine; 6-Amino-9beta-D-ribofuranosyl-9H-purine; 9-(beta-D-Arabinofuranosyl)adenine; 9-beta-D-Ribofuranosidoadenine; 9-beta-D-Ribofuranosyl-9H-purin-6-amine; 9-beta-D-Ribofuranosyladenine; 9beta-D-Ribofuranosyladenine; Adenine 9-beta-D-arabinofuranoside; Adenine-9-beta-D-ribofuranoside; Adenosine, homopolymer; Beta-D-Ribofuranoside, adenine-9; EA6C60C2-6AFB-4264-A2F0-541373DB950E
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR00923	Tecadenoson	CVT-510; (2R,3S,4R,5R)-2-(hydroxymethyl)-5-[6-[[(3R)-oxolan-3-yl]amino]purin-9-yl]oxolane-3,4-diol; 204512-90-3; AC1L4KMO; Adenosine, N-(3R)-tetrahydro-3-furanyl)-; Adenosine, N-(3R)-tetrahydro-3-furanyl-; BDBM50138530; BDBM50224766; CHEMBL356254; CHEMBL392149; CS-0016174; CVT-510; D06019; DB04954; DTXSID80174415; GTPL5592; GZ1X96601Z; HY-19661; LS-190860; N-(3-Tetrahydrofuranyl)-6-aminopurine riboside; N6-[3-(R)-tetrahydrofuranyl]adenosine; SCHEMBL246787; Selenocompounds; Tecadenoson (USAN/INN); Tecadenoson [USAN:INN]; UNII-GZ1X96601Z
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR01277	Entecavir	2-amino-1,9-dihydro-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl]-6H-purin-6-one; 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1,9-dihydro-6H-purin-6-one; 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1,9-dihydro-6H-purin-6-one-water (1/1); 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-3H-purin-6-one; 6-H-Purin-6-one-,2-amino-1,9-dihydro-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl]; 9-((1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl)guanine monohydrate; BMS-200475; Baraclude; Baraclude (TN); ETV; Entecavir (INN); Entecavir (USAN); Entecavir hydrate; Entecavir hydrate (JAN); Entecavir monohydrate; SQ-34676
DTD0247	SLC29A1	Equilibrative nucleoside transporter 1	ENT1; Equilibrative NBMPR-sensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter; Nucleoside transporter, es-type; SLC29A1; Solute carrier family 29 member 1	DR01330	Clofarabine	(2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol; 2-Chloro-9-(2-deoxy-2-fluoro-b-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)adenine; 2-Cl-2'-F-araA; 2-chloro-9-(2'-deoxy-2'-fluoro-beta-D-arabinofuranosyl)adenine; 3S211048; CAFdA; CFB; Cl-F-Ara-A; Clofarabina; Clofarabine (USAN/INN); Clofarabine [USAN]; Clofarabinum; Clofarex; Clolar; Clolar (TN); Clolar, Evoltra, Clofarabine; Evoltra; Evoltra (TN)
DTD0248	SLC29A2	Equilibrative nucleoside transporter 2	36 kDa nucleolar protein HNP36; DER12; Delayed-early response protein 12; ENT2; Equilibrative NBMPR-insensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter; HNP36; Hydrophobic nucleolar protein; Nucleoside transporter, ei-type; SLC29A2; Solute carrier family 29 member 2	DR00096	Trifluridine	1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(trifluoromethyl)pyrimidine-2,4-dione; 2'-Deoxy-5-(trifluoromethyl)uridine; 2'-Deoxy-5-trifluoromethyluridine; 5-(Trifluoromethyl)-2'-deoxyuridine; 5-(Trifluoromethyl)deoxyuridine; 5-Trifluoro-2'-deoxythymidine; 5-Trifluoromethyl-2'-deoxyuridine; 5-Trifluoromethyl-2-deoxyuridine; 5-Trifluorothymidine; Alpha,alpha,alpha-Trifluorothymidine; CF3dUrd; F3DThd; F3T; F3TDR; Fluridine; HS-0007; TFDU; TRIFLUOROTHYMIDINE; Trifluoridine; Trifluoromethyldeoxyuridine; Trifluorothymine deoxyriboside; Trifluridina; Trifluridina [INN-Spanish]; Trifluridine (USP/INN);Viroptic, Trifluorothymidine, Trifluridine; Trifluridine [USAN:INN]; Trifluridinum; Trifluridinum [INN-Latin]; Virophta; Viroptic; Viroptic (TN)
DTD0248	SLC29A2	Equilibrative nucleoside transporter 2	36 kDa nucleolar protein HNP36; DER12; Delayed-early response protein 12; ENT2; Equilibrative NBMPR-insensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter; HNP36; Hydrophobic nucleolar protein; Nucleoside transporter, ei-type; SLC29A2; Solute carrier family 29 member 2	DR00145	Mercaptopurine	1,7-Dihydro-6H-purine-6-thione; 1,9-dihydro-6H-purine-6-thione; 3,7-dihydropurine-6-thione; 3H-Purine-6-thiol; 6 MP; 6 Mercaptopurine; 6 Mercaptopurine Monohydrate; 6 Thiohypoxanthine; 6 Thiopurine; 6-MERCAPTOPURINE MONOHYDRATE; 6-MP; 6-Mercaptopurin; 6-Mercaptopurine; 6-Merkaptopurin; 6-Merkaptopurin [Czech]; 6-Purinethiol; 6-Thiohypoxanthine; 6-Thiopurine; 6-Thioxopurine; 7-Mercapto-1,3,4,6-tetrazaindene; 7H-purine-6-thiol; 9H-Purin-6-yl hydrosulfide; 9H-Purine-6(1H)-thione; AG-670/31547064; BW 57 323H; Glaxo Wellcome Brand of 6 Mercaptopurine; Glaxo Wellcome Brand of 6-Mercaptopurine; GlaxoSmithKline Brand of 6 Mercaptopurine; GlaxoSmithKline Brand of 6-Mercaptopurine; Ismipur; Leukerin; Leukerin, 99%-Carc; Leupu rin; Leupurin; M0063; Mercaleukim; Mercaleukin; Mercaptopurin; Mercaptopurin [German]; Mercaptopurina; Mercaptopurina Wellcome; Mercaptopurina [INN-Spanish]; Mercaptopurine (INN); Mercaptopurine (Purine analog); Mercaptopurine (VAN); Mercaptopurine (anhydrous); Mercaptopurine anhydrous; Mercaptopurinum; Mercaptopurinum [INN-Latin]; Mercapurin; Merkaptopuryna; Merkaptopuryna [Polish]; Mern; NCIMech_000025; PM6; Puri Nethol; Puri-Nethol; Purimethol; Purine-6(1H)-thione; Purine-6-thiol; Purineantimetabolite: inhibits nucleic acid replication; Purinethiol; Purinethol; Purinethol (TN); Purinethol, 6-mercaptopurine, 6-MP, Mercaptopurine; Thiopurine; U-4748; Wellcome Brand of 6 Mercaptopurine; Wellcome Brand of 6-Mercaptopurine
DTD0248	SLC29A2	Equilibrative nucleoside transporter 2	36 kDa nucleolar protein HNP36; DER12; Delayed-early response protein 12; ENT2; Equilibrative NBMPR-insensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter; HNP36; Hydrophobic nucleolar protein; Nucleoside transporter, ei-type; SLC29A2; Solute carrier family 29 member 2	DR00416	Cytarabine	(beta-D-Arabinofuranosyl)cytosine; 1-.beta.-D-arabinofuranosyl-cytosine; 1-Arabinofuranosylcytosine; 1-beta-D-Arabinofaranosylcytosine; 1-beta-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone; 1-beta-D-Arabinofuranosylcytosine; 1-beta-D-Arabinofuranosylcytosine, Cytosine Arabinoside; 1-beta-D-Arabinosylcytosine; 1beta-Arabinofuranasylcytosine; 1beta-D-Arabinofuranosylcytosine; 1beta-D-Arabinosylcytosine; 2(1H)-Pyrimidinone, 4-amino-1-D-arabinofuranosyl-[CAS]; 4-Amino-1-arabinofuranosyl-2-oxo-1,2-dihydropyrimidin; 4-Amino-1-arabinofuranosyl-2-oxo-1,2-dihydropyrimidin [Czech]; 4-Amino-1-arabinofuranosyl-2-oxo-1,2-dihydropyrimidine; 4-Amino-1-b-D-arabinofuranosyl-2-(1H)-pyrimidinone; 4-Amino-1-beta-D-arabinofuranosyl-2(1H)-pyrimidinon; 4-Amino-1-beta-D-arabinofuranosyl-2(1H)-pyrimidinon [Czech]; 4-Amino-1-beta-D-arabinofuranosyl-2(1H)-pyrimidinone; 4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one; 4-amino-1-beta-D-arabinofuranosylpyrimidin-2(1H)-one; AR3; Alexan; Ara-C; Ara-C, Cytosine Arabinoside, Cytosar-U, Cytarabine; Ara-Cytidine; AraC; Arabinocytidine; Arabinofuranosylcytosine; Arabinosyl Cytosine; Arabinosylcytosine; Arabitin; Aracytidine; Aracytin; Aracytine; Arafcyt; BTB15125; Beta-Ara C; Beta-Arabinosylcytosine; Beta-D-Arabinosylcytosine; Beta-cytosine arabinoside; CHX 3311; CYTARABINE (SEE ALSO CYTARABINE HYDROCHLORIDE 69-74-9); Citarabina; Citarabina [INN-Spanish]; Cytarabin; Cytarabina; Cytarabine (JP15/USP/INN); Cytarabine [USAN:INN:BAN:JAN]; Cytarabine liposome injection; Cytarabinoside; Cytarabinum; Cytarabinum [INN-Latin]; Cytarbel; Cytonal; Cytosar; Cytosar-U; Cytosar-U (TN); Cytosine 1-beta-D-arabinofuranoside; Cytosine arabinofuranoside; Cytosine arabinose; Cytosine arabinoside; Cytosine arabinoside (VAN); Cytosine beta-D-arabinofuranoside; Cytosine beta-D-arabinofuranoside hydrochloride; Cytosine beta-D-arabinoside; Cytosine, beta-D-arabinoside; Cytosine-1-beta-D-arabinofuranoside; Cytosine-beta-D-arabinofuranoside; Cytosine-beta-arabinoside; Cytosinearabinoside; DepoCyte; Depocyt; Depocyt (TN); Depocyt (liposomal); Erpalfa; Intrathecal (injected into the spinal fluid) DepoCyt; Intrathecal cytarabine (also known as ara-C); Iretin; Spongocytidine; Tarabine; U 19920A; U-19,920; U-19920; Udicil
DTD0248	SLC29A2	Equilibrative nucleoside transporter 2	36 kDa nucleolar protein HNP36; DER12; Delayed-early response protein 12; ENT2; Equilibrative NBMPR-insensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter; HNP36; Hydrophobic nucleolar protein; Nucleoside transporter, ei-type; SLC29A2; Solute carrier family 29 member 2	DR01277	Entecavir	2-amino-1,9-dihydro-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl]-6H-purin-6-one; 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1,9-dihydro-6H-purin-6-one; 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-1,9-dihydro-6H-purin-6-one-water (1/1); 2-amino-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylidenecyclopentyl]-3H-purin-6-one; 6-H-Purin-6-one-,2-amino-1,9-dihydro-9-[(1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl]; 9-((1S,3R,4S)-4-hydroxy-3-(hydroxymethyl)-2-methylenecyclopentyl)guanine monohydrate; BMS-200475; Baraclude; Baraclude (TN); ETV; Entecavir (INN); Entecavir (USAN); Entecavir hydrate; Entecavir hydrate (JAN); Entecavir monohydrate; SQ-34676
DTD0248	SLC29A2	Equilibrative nucleoside transporter 2	36 kDa nucleolar protein HNP36; DER12; Delayed-early response protein 12; ENT2; Equilibrative NBMPR-insensitive nucleoside transporter; Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter; HNP36; Hydrophobic nucleolar protein; Nucleoside transporter, ei-type; SLC29A2; Solute carrier family 29 member 2	DR01330	Clofarabine	(2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol; 2-Chloro-9-(2-deoxy-2-fluoro-b-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)adenine; 2-Cl-2'-F-araA; 2-chloro-9-(2'-deoxy-2'-fluoro-beta-D-arabinofuranosyl)adenine; 3S211048; CAFdA; CFB; Cl-F-Ara-A; Clofarabina; Clofarabine (USAN/INN); Clofarabine [USAN]; Clofarabinum; Clofarex; Clolar; Clolar (TN); Clolar, Evoltra, Clofarabine; Evoltra; Evoltra (TN)
